user_id,user_name,age,gender,region,subscription_type,subscription_start_date,subscription_end_date,is_active,device_type,content_id,content_title,genre,content_type,language,release_year,avg_watch_time_per_day,total_watch_time,watch_date,watch_duration,completion_rate,rating_given,liked,recommended_content_ids,last_login_time,total_sessions_per_week,avg_stream_quality,peak_watch_hour,network_speed_mbps,buffering_count,payment_method,monthly_spend,churn_flag,account_creation_date,
U10465,Jeremy Thomas,40,Female,Maharashtra,Premium,23-05-2024,14-04-2025,1,Mobile,C1497,Polarized multi-state adapter,Horror,Documentary,Hindi,2019,122.84,3104.66,31-07-2025,23.62,89.72,2.9,0,"C1447, C1109, C1134",01-11-2025 23:29,30,1080p,16,80.89,5,Debit Card,199,0,08-03-2024,
U10466,Lauren Davis,17,Female,Uttar Pradesh,Basic,04-10-2024,02-10-2025,1,Laptop,C1029,Phased background emulation,Comedy,Movie,English,2021,56.59,5271,06-09-2025,60.04,59.05,1.8,0,"C1417, C1143, C1426",01-11-2025 17:55,27,720p,10,9.63,4,Debit Card,799,0,25-03-2024,
U10467,Courtney Hess,22,Other,Delhi,Premium,20-01-2024,16-10-2024,0,Tablet,C1466,Digitized well-modulated customer loyalty,Thriller,Series,Spanish,2016,83.31,3235.55,24-06-2025,104.45,55.33,2.6,0,"C1296, C1437, C1427",03-11-2025 10:52,4,1080p,0,25.45,1,Wallet,799,1,12-07-2023,
U10468,Walter Farley,42,Male,Bihar,Standard,25-05-2024,22-01-2025,1,Mobile,C1309,Digitized bifurcated functionalities,Comedy,Series,English,2021,137.73,5181.11,28-06-2025,16.5,92.41,3.6,0,"C1102, C1227, C1261",06-11-2025 18:38,10,480p,16,61.61,0,Credit Card,499,0,20-11-2023,
U10469,Sarah Huffman,23,Female,Karnataka,Standard,26-11-2023,27-06-2024,0,Laptop,C1263,Synergized radical installation,Action,Series,English,2016,131.36,6325.98,27-07-2025,123.56,57.91,3.5,0,"C1055, C1162, C1289",02-11-2025 09:44,21,4K,3,32.09,5,Credit Card,649,1,28-09-2023,
U10470,Jeanette Cline,47,Other,Uttar Pradesh,Basic,09-12-2023,08-11-2024,0,Tablet,C1320,Focused clear-thinking core,Drama,Documentary,Telugu,2015,132.23,4146.79,12-05-2025,70.49,92.41,4.9,1,"C1010, C1312, C1142",05-11-2025 06:19,8,720p,5,60.49,4,Debit Card,649,1,01-07-2023,
U10471,Robert Price,38,Other,Kerala,Standard,28-02-2024,04-02-2025,1,Smart TV,C1290,Implemented zero administration open architecture,Drama,Movie,Japanese,2018,179.89,5173.67,28-10-2025,151.19,58.22,1.6,0,"C1151, C1334, C1165",10-11-2025 05:58,17,720p,6,41.35,3,UPI,799,0,31-07-2023,
U10472,Helen Perez,26,Other,Delhi,Basic,02-08-2024,18-06-2025,1,Laptop,C1380,Progressive clear-thinking emulation,Action,Movie,Spanish,2017,94.58,6135.42,15-06-2025,56.62,59.06,2.2,0,"C1270, C1403, C1154",06-11-2025 12:12,4,1080p,19,90.04,5,Debit Card,199,0,05-02-2024,
U10473,Jennifer Gonzalez,25,Male,Bihar,Standard,28-03-2024,03-01-2025,1,Laptop,C1498,Mandatory solution-oriented success,Drama,Movie,Telugu,2024,38.58,853.24,13-07-2025,175.22,98.2,4.5,1,"C1130, C1285, C1406",04-11-2025 12:59,14,1080p,15,30.08,2,Credit Card,499,0,06-11-2023,
U10474,Joseph Morales,40,Female,West Bengal,Basic,11-06-2024,13-04-2025,1,Mobile,C1221,Optional multi-state task-force,Sci-Fi,Documentary,English,2023,72.95,4105.79,23-08-2025,23.53,75.82,3.5,0,"C1075, C1401, C1238",03-11-2025 06:38,25,720p,15,73.88,0,UPI,799,0,27-11-2023,
U10475,James Mccarty,40,Female,Maharashtra,Basic,08-08-2024,03-08-2025,1,Smart TV,C1390,Business-focused multi-tasking conglomeration,Action,Series,Hindi,2022,86.77,3977.37,06-08-2025,51.16,40.75,4.6,1,"C1034, C1095, C1239",01-11-2025 18:45,23,1080p,16,17.96,2,Credit Card,499,0,30-01-2024,
U10476,Michael Archer,57,Female,Kerala,Premium,16-10-2024,04-05-2025,1,Tablet,C1246,Networked local support,Sci-Fi,Documentary,Telugu,2024,53.69,3599.99,29-10-2025,131.35,59.74,1.4,0,"C1429, C1319, C1404",08-11-2025 03:27,22,480p,13,88.29,4,UPI,199,0,14-06-2024,
U10477,Carlos Hensley,45,Female,Bihar,Premium,21-02-2024,30-10-2024,0,Laptop,C1302,Re-contextualized secondary system engine,Thriller,Series,Tamil,2024,35.32,1149.12,17-08-2025,123.54,49.82,3.9,0,"C1109, C1218, C1066",09-11-2025 11:11,11,720p,0,88.71,4,Debit Card,499,0,02-01-2024,
U10478,Pamela Gill,19,Male,Tamil Nadu,Premium,23-07-2024,22-06-2025,1,Laptop,C1369,Enhanced interactive help-desk,Action,Series,Telugu,2024,38.39,866.79,05-11-2025,24.69,99.99,4.5,1,"C1089, C1388, C1482",06-11-2025 00:31,7,4K,2,30.34,1,UPI,199,0,10-10-2023,
U10479,Richard Baldwin,58,Female,Uttar Pradesh,Standard,06-02-2024,29-09-2024,0,Laptop,C1441,Re-engineered uniform website,Comedy,Series,Hindi,2015,39.3,1325.82,17-10-2025,43.12,60.27,4,1,"C1390, C1309, C1102",09-11-2025 17:42,12,480p,22,44.95,4,Credit Card,199,1,16-07-2023,
U10480,Alexander Williams DVM,47,Male,Kerala,Basic,21-01-2024,21-12-2024,0,Laptop,C1341,User-centric heuristic groupware,Sci-Fi,Series,English,2021,171.78,12042.97,27-07-2025,30.26,85.61,2.7,0,"C1061, C1136, C1447",05-11-2025 02:24,15,480p,11,67.48,0,Credit Card,649,1,11-12-2023,
U10481,Jeremy Bean,59,Other,Bihar,Premium,05-09-2024,27-07-2025,1,Mobile,C1132,Open-architected explicit contingency,Thriller,Series,English,2025,174.56,2836.44,30-09-2025,64.63,55.05,1.4,0,"C1450, C1385, C1085",04-11-2025 20:58,28,720p,7,31.46,1,Credit Card,499,0,11-01-2024,
U10482,Debra Sullivan,26,Male,Kerala,Standard,13-11-2023,21-09-2024,0,Laptop,C1073,Upgradable well-modulated software,Documentary,Series,Spanish,2016,176.63,14607.06,20-09-2025,38.96,91.16,1.4,0,"C1228, C1099, C1388",10-11-2025 05:58,3,4K,13,74.92,1,Debit Card,649,0,01-07-2023,
U10483,Carlos Mendez,43,Male,Bihar,Standard,07-09-2024,15-05-2025,1,Laptop,C1144,Organic global website,Horror,Series,English,2022,32.17,2913.85,26-08-2025,112.57,96.01,3.9,0,"C1311, C1055, C1439",07-11-2025 18:54,5,4K,8,6.83,1,Wallet,799,0,26-07-2024,
U10484,Michele Jones,33,Other,Tamil Nadu,Basic,12-04-2024,28-01-2025,1,Mobile,C1417,Fundamental 5thgeneration framework,Sci-Fi,Movie,Tamil,2015,123.61,2373.3,27-10-2025,157.75,49.21,3.9,0,"C1034, C1485, C1124",10-11-2025 03:13,22,720p,1,44.01,2,Debit Card,199,0,04-09-2023,
U10485,Eric Moore,60,Female,Kerala,Standard,29-06-2024,20-03-2025,1,Mobile,C1296,Fundamental multi-tasking hub,Drama,Documentary,Spanish,2024,112.97,3214.36,03-07-2025,14.13,54.41,2.8,0,"C1411, C1293, C1221",08-11-2025 11:29,19,480p,5,89.25,4,Debit Card,499,0,12-10-2023,
U10486,Erika Lee,32,Female,Uttar Pradesh,Standard,08-09-2024,02-08-2025,1,Tablet,C1076,Multi-layered user-facing knowledge user,Documentary,Series,Spanish,2023,109.27,5174.45,28-05-2025,149.97,64.94,3.9,0,"C1251, C1464, C1232",02-11-2025 09:28,15,720p,6,76.09,3,Debit Card,649,0,02-06-2024,
U10487,Carrie Dixon,52,Male,Maharashtra,Standard,10-11-2023,12-06-2024,0,Tablet,C1312,User-centric 3rdgeneration alliance,Drama,Movie,Tamil,2019,108.18,5583.61,07-09-2025,60.69,74.53,4.7,1,"C1275, C1479, C1215",10-11-2025 16:19,8,720p,1,87.48,4,Wallet,649,1,25-01-2023,
U10488,Chelsea Taylor,33,Female,Karnataka,Premium,21-07-2024,28-03-2025,1,Tablet,C1065,Organized impactful methodology,Romance,Movie,Telugu,2016,173.08,1808.64,28-10-2025,141.31,79,3,0,"C1197, C1325, C1384",07-11-2025 18:38,30,720p,5,38.38,2,Credit Card,199,0,07-01-2024,
U10489,Ashley Rodriguez,32,Male,Delhi,Standard,30-03-2024,06-02-2025,1,Tablet,C1464,Innovative zero administration utilization,Sci-Fi,Movie,Tamil,2023,168.01,6805.84,22-10-2025,131.88,99.62,2.4,0,"C1109, C1329, C1028",31-10-2025 21:28,19,1080p,23,23.77,0,Credit Card,199,0,10-09-2023,
U10490,Daniel Miller,60,Female,Tamil Nadu,Premium,21-06-2024,17-02-2025,1,Mobile,C1127,Integrated empowering info-mediaries,Drama,Movie,Japanese,2025,126.53,4851.7,18-08-2025,25.48,44.7,3.9,0,"C1192, C1465, C1142",07-11-2025 14:34,27,4K,17,17.94,1,Wallet,799,0,13-05-2024,
U10491,Derek Torres,52,Male,Karnataka,Basic,26-01-2024,07-09-2024,0,Mobile,C1171,Function-based hybrid info-mediaries,Romance,Documentary,Tamil,2015,175.54,10619.45,15-07-2025,105.35,81.48,4.7,1,"C1121, C1138, C1400",04-11-2025 13:33,12,4K,17,44.74,2,Wallet,649,0,23-04-2023,
U10492,April Grimes,35,Female,Maharashtra,Standard,06-05-2024,20-03-2025,1,Tablet,C1083,Organic actuating focus group,Comedy,Movie,English,2020,62.4,1367.96,06-08-2025,102.82,41.97,2.8,0,"C1147, C1393, C1389",10-11-2025 00:34,29,720p,13,84.34,1,UPI,799,0,14-01-2024,
U10493,Peter Saunders,20,Male,Kerala,Premium,03-02-2024,29-11-2024,0,Mobile,C1017,Cross-group bottom-line synergy,Romance,Series,Korean,2019,60.22,707.29,11-05-2025,35.65,43.61,3.3,0,"C1079, C1301, C1105",09-11-2025 20:29,16,4K,21,70.87,2,UPI,799,0,29-05-2023,
U10494,Tammy Gibson,47,Other,Kerala,Basic,21-12-2023,11-09-2024,0,Laptop,C1195,Re-engineered heuristic artificial intelligence,Thriller,Documentary,English,2019,154.49,10952.14,11-06-2025,167.51,91.57,4.9,1,"C1091, C1271, C1402",05-11-2025 11:32,10,480p,13,21.79,0,Wallet,649,0,15-07-2023,
U10495,Sarah Carr,35,Female,Bihar,Premium,07-04-2024,03-11-2024,0,Smart TV,C1322,Up-sized asynchronous frame,Horror,Series,Spanish,2018,57.36,3472.79,27-10-2025,74.52,44.91,2.2,0,"C1111, C1430, C1086",08-11-2025 19:02,3,4K,1,90.53,4,Wallet,649,1,23-02-2024,
U10496,Karen Mclaughlin,41,Male,Maharashtra,Basic,05-05-2024,08-02-2025,1,Tablet,C1208,Down-sized tertiary attitude,Drama,Documentary,Tamil,2016,136.08,5739.98,16-09-2025,43.56,88.13,4,1,"C1489, C1304, C1338",02-11-2025 14:38,20,1080p,20,39.32,1,Credit Card,499,0,30-01-2024,
U10497,Cameron Walker,54,Other,Delhi,Basic,12-11-2023,18-06-2024,0,Tablet,C1419,Pre-emptive secondary parallelism,Action,Series,Hindi,2024,46.68,3625.36,04-10-2025,151.39,89.24,4.9,1,"C1049, C1422, C1432",06-11-2025 09:05,13,480p,8,26.07,4,Wallet,499,0,21-04-2023,
U10498,Karen Williams,34,Other,Kerala,Basic,03-05-2024,26-04-2025,1,Laptop,C1292,Ergonomic non-volatile policy,Comedy,Series,Japanese,2020,159.2,5671.21,04-10-2025,48.88,89.15,2.5,0,"C1321, C1497, C1187",03-11-2025 07:33,14,720p,10,50.35,2,Credit Card,649,0,04-03-2024,
U10499,Ronald Lowe,23,Female,West Bengal,Premium,11-04-2024,12-03-2025,1,Tablet,C1150,Operative analyzing capability,Documentary,Series,Japanese,2022,113.14,11017.19,28-10-2025,129.71,63.82,3.5,0,"C1360, C1383, C1060",08-11-2025 01:45,23,720p,14,41.85,5,Wallet,499,0,25-10-2023,
U10500,Beth Roberts,51,Other,Bihar,Premium,14-05-2024,11-02-2025,1,Smart TV,C1321,Customizable systemic model,Action,Movie,Telugu,2020,137.8,11967.33,20-10-2025,144.23,40.93,2.6,0,"C1345, C1108, C1003",09-11-2025 21:54,10,720p,16,45.34,0,Wallet,499,0,07-11-2023,
U10501,Christopher Jones,16,Female,West Bengal,Standard,17-03-2024,03-02-2025,1,Laptop,C1007,Ameliorated executive structure,Drama,Movie,Hindi,2017,98.46,8104.72,24-08-2025,38.38,45.78,1.7,0,"C1043, C1380, C1333",05-11-2025 11:37,4,720p,3,13.33,0,Debit Card,799,0,18-11-2023,
U10502,Karen Ross,44,Other,West Bengal,Premium,28-08-2024,28-07-2025,1,Smart TV,C1093,Cross-platform logistical protocol,Action,Series,Japanese,2022,78.3,4611.34,15-07-2025,105.01,78.16,2.3,0,"C1189, C1153, C1389",08-11-2025 04:08,6,720p,22,55.4,5,Debit Card,499,0,24-07-2024,
U10503,Thomas Mitchell,40,Other,Uttar Pradesh,Basic,03-12-2023,02-12-2024,0,Tablet,C1453,Business-focused web-enabled utilization,Comedy,Documentary,Japanese,2018,50.34,1907.88,06-07-2025,62.63,45.82,2.3,0,"C1449, C1209, C1026",05-11-2025 11:48,20,720p,4,81.06,0,UPI,199,0,06-07-2023,
U10504,Ronald Johnson,17,Female,Uttar Pradesh,Basic,13-02-2024,22-11-2024,0,Smart TV,C1122,Quality-focused cohesive open architecture,Drama,Series,Hindi,2019,154.85,7733.44,25-09-2025,53.97,86.75,2.8,0,"C1146, C1233, C1104",07-11-2025 16:17,27,720p,23,79.15,1,Debit Card,499,1,21-05-2023,
U10505,Lori Martin,47,Male,Karnataka,Basic,08-01-2024,27-12-2024,0,Tablet,C1378,Organic systematic matrix,Thriller,Series,Telugu,2023,139.17,10098.33,03-09-2025,156.62,99.21,4.1,1,"C1408, C1270, C1420",07-11-2025 17:52,13,720p,22,35.91,0,Wallet,799,0,17-11-2023,
U10506,Henry Morris,57,Female,Maharashtra,Standard,15-04-2024,25-12-2024,0,Laptop,C1067,Progressive human-resource info-mediaries,Action,Documentary,Japanese,2018,47.91,3948.42,23-06-2025,162.92,79.48,3.5,0,"C1498, C1069, C1272",07-11-2025 16:24,5,1080p,8,80.46,0,Credit Card,799,1,21-09-2023,
U10507,Lori Smith,50,Male,Karnataka,Premium,15-10-2024,27-08-2025,1,Tablet,C1152,User-centric client-server pricing structure,Sci-Fi,Movie,Spanish,2016,131.09,4056.87,05-09-2025,151.64,68.38,2.1,0,"C1303, C1474, C1204",06-11-2025 19:24,21,4K,1,69.44,3,Credit Card,499,0,04-09-2024,
U10508,Timothy Blankenship,30,Other,West Bengal,Standard,24-01-2024,26-09-2024,0,Mobile,C1278,Innovative value-added website,Romance,Movie,Korean,2019,126.44,3140.1,12-10-2025,32.85,67.17,4,1,"C1206, C1389, C1021",07-11-2025 03:22,18,4K,10,21.93,3,Credit Card,499,0,17-08-2023,
U10509,Richard Dean,17,Other,Bihar,Basic,22-06-2024,21-04-2025,1,Laptop,C1466,Synergistic radical hardware,Comedy,Documentary,Tamil,2016,167.72,6825.5,13-08-2025,134.78,63.79,2.3,0,"C1435, C1486, C1437",03-11-2025 14:10,25,1080p,20,9.44,5,Credit Card,649,0,25-12-2023,
U10510,Nicholas Perez,27,Male,Bihar,Basic,10-10-2024,27-08-2025,1,Mobile,C1211,Future-proofed executive encryption,Sci-Fi,Movie,Hindi,2017,174.05,11873.08,11-08-2025,172.08,50.76,1.3,0,"C1001, C1071, C1430",05-11-2025 07:31,5,720p,5,41.59,3,UPI,499,0,16-04-2024,
U10511,Dale Luna,59,Other,Bihar,Basic,06-04-2024,22-11-2024,0,Laptop,C1113,Reactive dedicated attitude,Drama,Series,Telugu,2020,32.67,2209.94,27-05-2025,10.56,49.38,3.8,0,"C1212, C1040, C1218",06-11-2025 05:07,5,1080p,2,94.93,1,Credit Card,649,1,16-01-2024,
U10512,Gordon Washington,48,Other,Bihar,Premium,06-09-2024,30-08-2025,1,Laptop,C1357,Organic regional workforce,Romance,Series,Japanese,2021,125.62,11435.97,28-10-2025,28.71,98.25,2.4,0,"C1283, C1172, C1140",05-11-2025 07:39,30,4K,16,44.87,1,Credit Card,199,0,03-02-2024,
U10513,Jodi Nguyen,56,Female,Bihar,Premium,20-06-2024,17-03-2025,1,Laptop,C1473,Reduced dynamic projection,Horror,Series,Korean,2018,112.98,10314.89,03-11-2025,44.96,43.37,2.1,0,"C1362, C1044, C1098",01-11-2025 17:30,28,4K,9,67.34,3,Credit Card,499,0,22-04-2024,
U10514,Joe Young,53,Male,Maharashtra,Premium,14-12-2023,25-09-2024,0,Mobile,C1483,Reverse-engineered static neural-net,Thriller,Series,English,2016,134.29,7772.12,28-06-2025,136.15,79.86,3.7,0,"C1158, C1018, C1203",04-11-2025 03:05,3,1080p,20,29.04,4,Wallet,199,1,31-03-2023,
U10515,Chase Trevino,45,Male,Delhi,Premium,04-06-2024,12-03-2025,1,Mobile,C1414,Self-enabling intangible Local Area Network,Drama,Documentary,Japanese,2021,138.86,12635.71,26-05-2025,108,85.33,1.7,0,"C1489, C1222, C1212",03-11-2025 23:00,13,720p,18,11.16,5,Wallet,649,0,19-11-2023,
U10516,Julie Wiggins,39,Male,Kerala,Standard,26-05-2024,21-05-2025,1,Tablet,C1417,Grass-roots object-oriented utilization,Romance,Series,Japanese,2016,154.44,4231.37,04-08-2025,46.47,44.2,1.9,0,"C1491, C1209, C1097",02-11-2025 12:34,28,4K,3,83.89,1,UPI,799,0,22-01-2024,
U10517,Hayley Powell,55,Male,Kerala,Standard,06-08-2024,01-07-2025,1,Mobile,C1204,Total attitude-oriented hierarchy,Comedy,Series,Korean,2016,77.25,4753.11,26-06-2025,52.6,59.56,3.1,0,"C1342, C1487, C1082",07-11-2025 04:47,17,720p,22,25.06,4,Debit Card,649,0,20-10-2023,
U10518,Amanda Santos,34,Female,Tamil Nadu,Basic,26-06-2024,05-05-2025,1,Tablet,C1045,Digitized directional access,Romance,Movie,Spanish,2025,78.21,7095.24,25-05-2025,40.26,67.17,3.3,0,"C1167, C1383, C1132",01-11-2025 17:02,23,720p,13,31.57,5,UPI,799,0,26-10-2023,
U10519,Carlos Boyer,32,Female,Maharashtra,Standard,08-08-2024,10-06-2025,1,Laptop,C1361,Versatile secondary access,Thriller,Movie,Telugu,2023,119.32,8467.78,03-09-2025,44.5,40.15,4.3,1,"C1152, C1433, C1326",02-11-2025 14:42,16,4K,21,10.74,0,Wallet,649,0,28-01-2024,
U10520,Robert Jimenez,32,Female,Karnataka,Standard,04-07-2024,18-02-2025,1,Smart TV,C1022,Triple-buffered system-worthy focus group,Romance,Documentary,Telugu,2024,37.86,3271.08,31-10-2025,160.01,43.52,3.1,0,"C1393, C1366, C1119",09-11-2025 22:31,15,720p,5,79.74,1,Credit Card,199,0,08-09-2023,
U10521,Stephanie Ellis MD,16,Other,Bihar,Premium,27-12-2023,26-10-2024,0,Smart TV,C1376,Synergistic didactic instruction set,Documentary,Series,Japanese,2024,57.14,2496.54,21-05-2025,36.31,46.57,1,0,"C1351, C1100, C1080",09-11-2025 19:36,14,4K,17,99.93,3,UPI,799,1,24-08-2023,
U10522,Hannah James,38,Female,Kerala,Basic,20-03-2024,02-02-2025,1,Laptop,C1282,Programmable zero administration attitude,Action,Movie,Spanish,2023,110.4,8619.71,26-07-2025,85.04,68.8,2.2,0,"C1410, C1368, C1309",08-11-2025 07:32,18,1080p,22,85.39,2,Wallet,649,0,25-05-2023,
U10523,Vincent Jackson,20,Male,Uttar Pradesh,Premium,24-08-2024,10-05-2025,1,Smart TV,C1232,Enhanced intangible architecture,Action,Movie,Telugu,2016,109.92,9264,26-10-2025,173.31,72.65,3.3,0,"C1405, C1201, C1115",08-11-2025 07:28,4,480p,1,65.57,0,Credit Card,649,0,24-06-2024,
U10524,Annette Kennedy,45,Female,Maharashtra,Premium,28-12-2023,22-08-2024,0,Laptop,C1214,Future-proofed static parallelism,Comedy,Series,Spanish,2020,63.5,3900.62,25-09-2025,110.78,66.95,2.1,0,"C1336, C1097, C1427",10-11-2025 09:00,10,4K,3,24.34,2,Wallet,799,0,19-06-2023,
U10525,Carolyn Olsen,34,Female,Maharashtra,Premium,15-09-2024,21-06-2025,1,Smart TV,C1274,Managed scalable Graphic Interface,Documentary,Series,Hindi,2018,56.09,3365.31,29-06-2025,48.35,68.93,4.7,1,"C1068, C1182, C1383",10-11-2025 02:48,7,720p,8,83.48,0,Credit Card,499,0,29-04-2024,
U10526,Lori Zhang,51,Female,Delhi,Standard,14-02-2024,28-01-2025,1,Tablet,C1279,Synergized executive matrices,Action,Series,Korean,2021,151.95,7482.08,25-07-2025,34.73,96.09,1.4,0,"C1245, C1460, C1214",09-11-2025 22:22,7,480p,7,49.38,2,Credit Card,649,0,27-10-2023,
U10527,Sara Forbes,19,Female,Karnataka,Basic,15-05-2024,03-01-2025,1,Smart TV,C1161,Fundamental eco-centric synergy,Documentary,Series,Telugu,2019,98.4,7976.03,22-09-2025,37.61,99.9,4.6,1,"C1495, C1078, C1076",02-11-2025 09:56,10,1080p,21,87.97,4,Credit Card,499,0,17-08-2023,
U10528,Shannon Griffith,37,Other,Karnataka,Standard,26-08-2024,31-05-2025,1,Laptop,C1214,Assimilated coherent benchmark,Documentary,Movie,Korean,2017,88.77,1866.5,26-10-2025,107.36,74.87,1.6,0,"C1041, C1466, C1074",04-11-2025 12:43,6,1080p,2,70.03,1,Credit Card,499,0,08-01-2024,
U10529,Mathew Beltran,21,Other,Bihar,Basic,15-10-2024,16-08-2025,1,Tablet,C1191,Implemented national parallelism,Horror,Series,English,2023,41.12,2272.35,30-06-2025,115.18,59.72,2.4,0,"C1391, C1085, C1244",06-11-2025 15:48,28,720p,0,85.89,1,Wallet,799,0,08-02-2024,
U10530,Frank Preston,32,Male,Kerala,Basic,18-11-2023,14-08-2024,0,Laptop,C1288,Devolved next generation attitude,Action,Series,Japanese,2022,85.18,4702.76,27-08-2025,132.3,78.31,4.6,1,"C1379, C1180, C1019",06-11-2025 00:15,3,480p,14,71.19,0,Debit Card,199,1,16-08-2023,
U10531,William Johnson,36,Male,West Bengal,Basic,02-12-2023,21-09-2024,0,Tablet,C1407,Business-focused tangible alliance,Thriller,Movie,Hindi,2023,167.85,4394.74,03-09-2025,92.46,48.12,1.2,0,"C1220, C1380, C1210",06-11-2025 10:26,4,480p,10,68.13,2,UPI,499,1,30-07-2023,
U10532,Michael Hubbard,27,Male,Kerala,Standard,18-02-2024,09-10-2024,0,Tablet,C1050,Assimilated upward-trending Graphic Interface,Sci-Fi,Series,Tamil,2016,76.11,1232.26,24-10-2025,146.19,79.75,2.4,0,"C1337, C1160, C1030",08-11-2025 14:22,14,4K,8,28.41,3,Wallet,649,1,03-10-2023,
U10533,John Sullivan,54,Other,Maharashtra,Standard,18-04-2024,29-11-2024,0,Mobile,C1411,Configurable systemic function,Horror,Movie,Spanish,2017,155.78,13040.85,27-08-2025,105.91,68.38,1.6,0,"C1054, C1377, C1142",09-11-2025 20:51,19,4K,7,41.52,0,UPI,799,1,27-10-2023,
U10534,Brenda Castillo,46,Other,Bihar,Basic,21-08-2024,04-04-2025,1,Mobile,C1369,Vision-oriented regional extranet,Action,Movie,Japanese,2019,172.89,16959.86,05-09-2025,96.1,93.84,3,0,"C1316, C1049, C1312",02-11-2025 09:09,25,720p,9,15.78,4,Wallet,499,0,28-10-2023,
U10535,Justin Osborne,40,Male,Karnataka,Premium,29-01-2024,28-10-2024,0,Smart TV,C1404,Triple-buffered tangible info-mediaries,Comedy,Series,Hindi,2019,128.44,7311.7,30-05-2025,80.69,61.17,2.4,0,"C1273, C1428, C1257",10-11-2025 16:28,6,4K,0,53.31,4,Wallet,499,1,17-09-2023,
U10536,David Murillo,52,Female,Tamil Nadu,Premium,31-08-2024,04-06-2025,1,Tablet,C1335,Reduced holistic success,Sci-Fi,Movie,Hindi,2021,113.16,7908.39,05-08-2025,74.3,66.92,3.7,0,"C1121, C1012, C1416",01-11-2025 22:27,22,4K,7,17.01,2,Wallet,649,0,07-07-2024,
U10537,Craig Adams,30,Male,Tamil Nadu,Standard,15-07-2024,12-02-2025,1,Laptop,C1324,Progressive stable monitoring,Drama,Movie,English,2018,79.28,1842.9,28-07-2025,45.67,87.08,2.1,0,"C1400, C1416, C1200",06-11-2025 03:53,3,1080p,15,54.41,5,Debit Card,649,0,10-12-2023,
U10538,Ian Clark,22,Other,Delhi,Basic,29-07-2024,07-07-2025,1,Laptop,C1451,Secured dedicated capacity,Horror,Movie,Tamil,2019,41.49,3746.91,24-06-2025,98.31,75.69,4.2,1,"C1429, C1018, C1297",03-11-2025 18:30,20,4K,2,88.16,4,UPI,499,0,05-11-2023,
U10539,Steven Morgan,36,Male,Bihar,Premium,23-05-2024,05-04-2025,1,Laptop,C1157,Right-sized grid-enabled infrastructure,Action,Movie,Telugu,2024,146.88,11175.85,17-06-2025,176.8,47.94,1.5,0,"C1396, C1425, C1037",08-11-2025 10:15,14,1080p,18,34.39,1,Debit Card,199,0,04-02-2024,
U10540,Michael Green,32,Male,Delhi,Basic,13-07-2024,13-04-2025,1,Mobile,C1042,Reverse-engineered reciprocal collaboration,Documentary,Series,Korean,2024,41.36,2884.35,15-05-2025,36.26,84.01,4.3,1,"C1345, C1364, C1275",02-11-2025 14:05,18,4K,8,34.75,4,Wallet,649,0,15-11-2023,
U10541,Christopher Gardner,59,Male,West Bengal,Standard,06-05-2024,08-12-2024,0,Tablet,C1337,Customizable uniform benchmark,Romance,Documentary,Spanish,2024,69.01,6189.99,25-08-2025,108.79,49.02,2.3,0,"C1096, C1098, C1216",04-11-2025 05:39,11,1080p,9,7.37,5,Wallet,499,0,16-07-2023,
U10542,Joshua Ortega,16,Female,Kerala,Standard,12-03-2024,21-11-2024,0,Laptop,C1456,User-centric user-facing architecture,Thriller,Documentary,Hindi,2023,164.22,11538.12,25-05-2025,12.44,55.86,3.3,0,"C1414, C1479, C1419",05-11-2025 08:36,17,720p,8,98.15,4,UPI,649,1,07-11-2023,
U10543,Sara Dickson,37,Other,Delhi,Standard,17-03-2024,22-11-2024,0,Mobile,C1388,Up-sized modular portal,Horror,Documentary,Tamil,2020,94.5,1203.08,04-06-2025,34.32,86.85,1.1,0,"C1446, C1055, C1125",01-11-2025 05:32,30,720p,9,39.25,1,Debit Card,499,1,03-10-2023,
U10544,Robert Collins,32,Female,Uttar Pradesh,Standard,01-04-2024,02-01-2025,1,Mobile,C1312,Persistent asymmetric definition,Documentary,Movie,Spanish,2017,53.7,4287.7,29-09-2025,166.8,66.86,2.2,0,"C1219, C1407, C1169",07-11-2025 22:54,25,480p,10,27.38,2,UPI,499,0,08-12-2023,
U10545,Scott Gray,19,Female,Uttar Pradesh,Standard,10-09-2024,21-05-2025,1,Smart TV,C1216,Balanced mission-critical model,Sci-Fi,Movie,Telugu,2019,177.22,14620.24,03-09-2025,100.99,42.44,4.3,1,"C1163, C1359, C1304",09-11-2025 03:29,19,1080p,19,20,1,Debit Card,799,0,02-03-2024,
U10546,Ryan Perry,41,Male,Delhi,Premium,10-12-2023,27-07-2024,0,Mobile,C1428,Customizable multi-state infrastructure,Thriller,Series,Hindi,2023,128.16,7131.02,15-10-2025,101.09,74.09,1.1,0,"C1368, C1250, C1468",10-11-2025 02:23,29,1080p,20,61.57,2,UPI,799,1,28-04-2023,
U10547,Stephen Bradley,20,Other,Tamil Nadu,Basic,26-08-2024,17-07-2025,1,Tablet,C1269,Sharable asynchronous matrix,Drama,Movie,Japanese,2024,112.68,10215.72,07-06-2025,15.95,65.23,4.6,1,"C1029, C1325, C1443",01-11-2025 15:40,30,720p,16,66.38,4,UPI,649,0,08-11-2023,
